ID,Solubility,SMILEScurated,SD,Group,Dataset,Composition,Error,Charge
B-2530,-1.5916,CC1CCCC(=NO)C1=NO,0,G1,B,None,None,Uncharged
B-2531,-1.6622,CC1CCC(=NO)C(C1)=NO,0,G1,B,None,None,Uncharged
B-2532,-2.3903,CC(C)C1CCC(=NO)C(C1)=NO,0,G1,B,None,None,Uncharged
B-2533,-0.9656,CC(NC(N)=O)C([O-])=O,0,G1,B,None,None,Negative
B-2534,-7.9743,CC1=CC=CC2=C1C(C)=CC1=C2C=C2C=CC=CC2=C1,0,G1,B,None,None,Uncharged
B-2535,-2.5813,ON=C1CCCCCCCCC1=NO,0,G1,B,None,None,Uncharged
B-2536,-0.5911,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)C(O)CC12,0,G1,B,None,None,Uncharged
B-2538,-0.0993,CCSS(=O)CC,0,G1,B,None,None,Uncharged
B-2539,-1.2298,CC(C)(C)[NH2+]CC(O)C1=CC=C(O)C(CO)=C1,0.3899,G3,B,None,None,Positive
B-2540,-0.5921,COC1CCCC(C)O1,0,G1,B,None,None,Uncharged
B-2541,-0.9249,CC1(C)OC2(C)CCC1CC2=O,0,G1,B,None,None,Uncharged
B-2542,-3.5741,CNC(=O)N(C)C1=NC2=CC=CC=C2S1,0,G1,B,None,None,Uncharged
B-2543,-1.8122,CCCCC(O)C(C)C,0,G1,B,None,None,Uncharged
B-2544,-1.8602,CCC(C)CC(O)CC,0,G1,B,None,None,Uncharged
B-2545,-1.9272,CCC(O)CCC(C)C,0,G1,B,None,None,Uncharged
B-2546,-0.545,[O-]C(=O)C1CCC([Se]1)C([O-])=O,0,G1,B,None,None,Negative
B-2547,-5.2172,CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2548,-4.3945,CC(C)CC(=O)OC1=CC=C(C=C1)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2549,-2.158,OCC1=CC=CC=C1Br,0,G1,B,None,None,Uncharged
B-2551,-3.7162,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,0,G1,B,None,None,Uncharged
B-2552,-3.2671,CCC1=NC2=NC(N)=NC(N)=C2N=C1CC,0,G1,B,None,None,Uncharged
B-2553,-1.7124,CNC1=NC2=NC=CN=C2C=N1,0,G1,B,None,None,Uncharged
B-2554,-4.4461,COC1=CC2=CC=CN=C2C(NC(=O)C2=CC=CN=C2)=C1,0,G1,B,None,None,Uncharged
B-2555,0.2946,NC(=O)OCC(O)C(O)C([NH3+])C(=O)NC(C1OC(C(O)C1O)N1C=C(CO)C(=O)NC1=O)C([O-])=O,0,G1,B,None,None,Zwitterion
B-2556,-2.8747,COC1=CC(C=O)=CC(Cl)=C1[O-],0,G1,B,None,None,Negative
B-2557,-2.6472,BrC1=CC=C2COC(=O)C2=C1,0,G1,B,None,None,Uncharged
B-2558,-2.5108,CCC(C)C(O)C(C)CC,0,G1,B,None,None,Uncharged
B-2560,-4.6399,OC1=C(Cl)C=C(Cl)C=C1CC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2561,-2.4817,ClC1=CC=C2COC(=O)C2=C1,0,G1,B,None,None,Uncharged
B-2563,-4.1122,CCOC1=CC=C(C([O-])=O)C2=CC=CC=C12,0,G1,B,None,None,Negative
B-2564,-1.7244,CCC(C)(O)C(O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2565,-1.3301,CC(C)CC(NC(C)=O)C([O-])=O,0,G1,B,None,None,Negative
B-2567,0.6524,COCC([NH3+])C([O-])=O,0,G1,B,None,None,Zwitterion
B-2568,-0.4471,BrC1=CN=CNC1=O,0,G1,B,None,None,Uncharged
B-2569,-1.2319,OC1=C(C#N)C(=O)[N-]C(Cl)=C1,0,G1,B,None,None,Negative
B-2570,-2.2436,CC(CO)C(=O)OC1CC(C)=CCCC(CO)=CC2OC(=O)C(=C)C12,0,G1,B,None,None,Uncharged
B-2571,1.0597,CC[NH2+]C(C)C,0,G1,B,None,None,Positive
B-2572,-7.7954,ClC1=C(Cl)C2=CC=CC=C2C(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-2573,-7.8,CCCCCCCCCCCCOC(=O)C1=CC=C(N)C=C1,0,G1,B,None,None,Uncharged
B-2574,-2.8971,CCCCCN(N=CC1=CC=C(O1)[N+]([O-])=O)C(N)=O,0,G1,B,None,None,PureChargeSeparation
B-2575,-4.2822,ClC(Cl)(Cl)CC(=C)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2576,-5.5433,COC1=CC=C2N(C(=O)C=CC3=CC=CC=C3)C(C)=C(CC([O-])=O)C2=C1,0,G1,B,None,None,Negative
B-2577,-1.4757,CCCCCOP(=O)(OCC)OCC,0,G1,B,None,None,Uncharged
B-2579,-0.6238,CC(O)C(C)(C)C,0,G1,B,None,None,Uncharged
B-2580,-2.0171,CCCCCC(O)CC,0.16184479,G5,B,None,None,Uncharged
B-2581,-2.5415,CCS(=O)(=O)CCSP(=S)(OC)OC,0,G1,B,None,None,Uncharged
B-2582,0.6855,COCC(C)OCC(C)OCC(C)O,0,G1,B,None,None,Uncharged
B-2584,-3.0557,CCCOC1=CC=C(NC(C)=O)C=C1,0,G1,B,None,None,Uncharged
B-2585,-0.215,CC1(C)C2CCC1(C)C(=O)C2CO,0,G1,B,None,None,Uncharged
B-2586,-0.4032,CN(C(N)=O)C1=CC=CC=C1C,0,G1,B,None,None,Uncharged
B-2587,-3.1265,CCCCCCO[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2588,-0.2096,CCN(C(N)=O)C1=CC=CC=C1C,0,G1,B,None,None,Uncharged
B-2589,-1.6287,[O-]C(=O)CC1=CNC(=O)NC1=O,0,G1,B,None,None,Negative
B-2590,-2.648,CCCC(O)(CCC)C(O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2591,-3.2225,CCCCC(O)(CCCC)C(O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2592,-1.3069,CC1=CC(C)=C(C)C(C)=[NH+]1,0,G1,B,None,None,Positive
B-2593,-4.0811,CC1OC(CC(O)C1O)OC1C(O)CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(CCC54O)C4=CC(=O)OC4)C3)OC2C)OC1C,0,G1,B,None,None,Uncharged
B-2594,-3.3228,ClC1=CC=C(NC(NC=O)C(Cl)(Cl)Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-2595,-1.7618,S=C1NSC(=S)N1,0,G1,B,None,None,Uncharged
B-2597,-5.3154,CC1CC(C)(C)C2=CC(C(C)=O)=C(C)C=C2C1(C)C,0,G1,B,None,None,Uncharged
B-2598,-1.9901,[O-]C(=O)C1=CC=CC(C([O-])=O)=C1[N+]([O-])=O,0,G1,B,None,None,Negative
B-2599,-2.6468,CC(C#C)N(C(=O)CCl)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2600,-0.2926,CC(Cl)C(C)(C)O,0,G1,B,None,None,Uncharged
B-2601,-4.4611,[O-]C1=CC(C2=CC=CC=C2)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2602,-0.6835,CCOP(=O)(OCC)N=C1SCS1,0,G1,B,None,None,Uncharged
B-2603,-3.2803,N#CSCSC1=NC2=CC=CC=C2S1,0,G1,B,None,None,Uncharged
B-2604,-1.9079,CCCC(O)CC(C)C,0,G1,B,None,None,Uncharged
B-2605,-1.952,[O-]C(=O)C1=CC(Br)=CC=C1Cl,0,G1,B,None,None,Negative
B-2606,-2.1445,CN1C(=O)COC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-2607,-3.8279,CC(=O)OC(C1=CC=C(Cl)C(Cl)=C1)C(Cl)(Cl)Cl,0,G1,B,None,None,Uncharged
B-2608,0.7925,CCC(O)C[NH2+]CC(O)CC,0,G1,B,None,None,Positive
B-2609,-2.4809,CCCC(C)O[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2610,-0.1364,C[NH+](C)C(CSC(N)=O)CSC(N)=O,0,G1,B,None,None,Positive
B-2611,-0.4598,CC1=C(N=NS1)C([O-])=O,0,G1,B,None,None,Negative
B-2612,-2.5301,CC(O)C(O)C1=CN=C2NC(N)=NC(=O)C2=N1,0.28495,G3,B,None,None,Uncharged
B-2613,-4.2627,CCOC(=O)C(C)N(C(=O)C1=CC=CC=C1)C1=CC=C(Cl)C(Cl)=C1,0,G1,B,None,None,Uncharged
B-2614,-4.5221,COP(=O)(OC)OC(=CCl)C1=CC(Cl)=C(Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-2615,-2.1058,CCOC1=CC=C(NC(=O)CO)C=C1,0,G1,B,None,None,Uncharged
B-2616,-2.4998,[O-]C(=O)C(C1=CC=CC=C1C([O-])=O)C1=CC=CC=C1C([O-])=O,0,G1,B,None,None,Negative
B-2617,-5.1485,CS(=O)(=O)N(SC(Cl)(Cl)C(F)(Cl)Cl)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2618,-1.8434,[O-]C(=O)CC(=O)C1=CC=CC=C1[N+]([O-])=O,0,G1,B,None,None,Negative
B-2619,-2.9338,CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,0.4066,G3,B,None,None,Uncharged
B-2620,-1.6075,COC1=CC=C(CC2[NH2+]CC(O)C2OC(C)=O)C=C1,0,G1,B,None,None,Positive
B-2621,-0.8829,[O-]C(=O)C(F)(F)C(F)F,0,G1,B,None,None,Negative
B-2622,-3.7082,CCNC1=NC(NC(C)C(C)C)=NC(SC)=N1,0,G1,B,None,None,Uncharged
B-2623,-3.5185,CC(C)NC1=NC(Cl)=NC(NC2CC2)=N1,0.50075,G2,B,None,None,Uncharged
B-2624,-4.5746,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,0,G1,B,None,None,Uncharged
B-2625,-0.7544,CCN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,G1,B,None,None,Uncharged
B-2626,-1.9457,CN(C)C(=O)OC1=NC(=NC(C)=C1C)N(C)C,0,G1,B,None,None,Uncharged
B-2627,0.1062,CNC(=O)ON=C(SC)C(=O)N(C)C,0,G1,B,None,None,Uncharged
B-2628,-0.1551,CN1C2=C(N(CCCO)C=N2)C(=O)N(C)C1=O,0,G1,B,None,None,Uncharged
B-2630,0.5037,CNC(=O)OC1=CC=CC(=C1)[NH+]=CN(C)C,0,G1,B,None,None,Positive
B-2631,-4.9242,CCOP(=S)(OCC)OC1=CC(C)=NC(=N1)N(CC)CC,0,G1,B,None,None,Uncharged
B-2632,-2.0011,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,0,G1,B,None,None,Uncharged
B-2633,-4.1097,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,0,G1,B,None,None,Uncharged
B-2634,-3.1319,CC(C)(CCC(C)(C)CC([O-])=O)CC([O-])=O,0,G1,B,None,None,Negative
B-2635,-2.6538,CCCCCCOC(=O)C1=CC=CN=C1,0,G1,B,None,None,Uncharged
B-2636,-1.5161,[O-]P([O-])(=O)C[NH+](CCCCCC[NH+](CP([O-])([O-])=O)CP([O-])([O-])=O)CP([O-])([O-])=O,0,G1,B,None,None,Zwitterion
B-2637,-1.3885,CN(C)C1=NC2=NC=NC=C2N1,0,G1,B,None,None,Uncharged
B-2638,-1.1442,CC1=NC2=NC(C)=C(C)N=C2C=N1,0,G1,B,None,None,Uncharged
B-2639,-1.0041,NC(=O)NN=CC(O)C(O)C(O)C(O)CO,0,G1,B,None,None,Uncharged
B-2640,-1.9381,[O-]C(=O)C1=CNC(=O)NC1=O,0,G1,B,None,None,Negative
B-2641,-4.2324,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,0,G1,B,None,None,Uncharged
B-2642,-3.9049,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,0.09855,G3,B,None,None,Uncharged
B-2643,-2.9844,CC1(C)OC(=O)C2=CC3=CC=CC=C3C=C12,0,G1,B,None,None,Uncharged
B-2644,-1.756,CC(=O)NC1=CC=C(Br)C=C1C,0,G1,B,None,None,Uncharged
B-2645,-3.6822,CC(C)COCN(C(=O)CCl)C1=C(C)C=CC=C1C,0,G1,B,None,None,Uncharged
B-2646,-3.3037,CC1=C(C=CO1)C(=O)NC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2647,-1.3974,CCCCC(CCC([O-])=O)CC([O-])=O,0,G1,B,None,None,Negative
B-2649,-2.9076,CCCCCC1C(CC(=O)OC)CCC1=O,0.155898317,G3,B,None,None,Uncharged
B-2650,-3.1766,O=C1N=C[N-]C2=NC(C3=CC=CC=C3)=C(N=C12)C1=CC=CC=C1,0,G1,B,None,None,Negative
B-2651,-1.8378,CC1=CC=CC(I)=C1O,0,G1,B,None,None,Uncharged
B-2652,-4.9703,ClC1=CC=C(Cl)C(OC2=CC=CC=C2)=C1,0,G1,B,None,None,Uncharged
B-2653,-5.5201,ClC1=CC=C(OC2=CC(Cl)=CC(Cl)=C2)C=C1,0,G1,B,None,None,Uncharged
B-2654,-3.5924,CCOP(=S)(OCC)SCCl,0,G1,B,None,None,Uncharged
B-2655,-3.762,CCOC(=O)CN1C(=O)SC2=CC=CC(Cl)=C12,0,G1,B,None,None,Uncharged
B-2656,-1.9369,[O-]C(=O)COC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2658,-7.0122,CCCCC(CC)COC(=O)COC1=CC=C(Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-2659,-3.2262,CCCC=CC,0,G1,B,None,None,Uncharged
B-2660,0.8723,CCC(O)OC(O)CC,0,G1,B,None,None,Uncharged
B-2661,-0.9801,NS(=O)(=O)C1=CC=C(NC2OC(CO)C(O)C(O)C2O)C=C1,0,G1,B,None,None,Uncharged
B-2662,-5.027,CCSC(=O)COC1=CC=C(Cl)C=C1C,0,G1,B,None,None,Uncharged
B-2663,-2.3676,CC(=O)C(=NO)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2664,-2.0584,CNC(=O)N(C)C1=NN=C(S1)C(F)(F)F,0.0392,G3,B,None,None,Uncharged
B-2665,-1.7415,BrC=CBr,0,G1,B,None,None,Uncharged
B-2666,-2.099,OC1=CC(C=CC([O-])=O)=CC=C1,0,G1,B,None,None,Negative
B-2667,0.6855,COCC(C)OCC(C)OC(C)CO,0,G1,B,None,None,Uncharged
B-2669,0.7693,CCOP([O-])(=O)C(N)=O,0,G1,B,None,None,Negative
B-2671,-4.4651,CSC1=CC(=O)C2=CC=CC=C2C1=O,0,G1,B,None,None,Uncharged
B-2674,-6.5407,CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2675,-2.3698,CNC(=O)ON=CC1(C)SCC(C)S1,0,G1,B,None,None,Uncharged
B-2676,-6.1517,CC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,0,G1,B,None,None,Uncharged
B-2677,-6.3733,CC1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2C)C=C1,0,G1,B,None,None,Uncharged
B-2678,-2.6301,CCCCCCCCN1SC=CC1=O,0,G1,B,None,None,Uncharged
B-2679,-8.0133,ClC1=CC=CC=C1C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-2680,-1.1765,CCOP(=O)(OCC)OCC(C)C,0,G1,B,None,None,Uncharged
B-2681,-1.6111,CC(=O)C(CC([O-])=O)=CC1=CC=CC=C1,0,G1,B,None,None,Negative
B-2683,-3.4792,BrC1=CN=C(NC1=O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2686,-1.5598,CCCC(=O)OCCOCCOCCOC(=O)CCC,0,G1,B,None,None,Uncharged
B-2687,-3.3825,O=C(NC(=O)C1=CC=CN=C1)NC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2689,-4.9408,ClC1CC(Cl)(Cl)C(Cl)C(Cl)C1Cl,0,G1,B,None,Multi-constituent Substances,Uncharged
B-2691,-5.837,CCCCCCCCCCC(O)CCC,0,G1,B,None,None,Uncharged
B-2692,-3.9548,CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F,0.065365706,G5,B,None,None,Uncharged
B-2693,-5.0365,ClC1=C2COC(=O)C2=C(Cl)C(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-2694,-3.0256,CCOC(=O)CC1=NNC2=CC=C(Cl)C=C12,0,G1,B,None,None,Uncharged
B-2695,-5.0261,ClC(Cl)C(=O)NC1=C(Cl)C(=O)C2=CC=CC=C2C1=O,0,G1,B,None,None,Uncharged
B-2696,-6.6375,CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,0,G1,B,None,None,Uncharged
B-2697,-3.1727,C=CCOC1=NS(=O)(=O)C2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-2698,-0.1707,CCOC(C)C(=O)C(O)O,0,G1,B,None,None,Uncharged
B-2699,-9.351,BrC1=CC=C(C(Br)=C1Br)C1=C(Br)C(Br)=C(Br)C(Br)=C1Br,0,G1,B,None,None,Uncharged
B-2700,-5.2239,CC(C)C1=CC=CC=C1OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2701,-2.5803,S=C1NC=C2NC=NC2=N1,0,G1,B,None,None,Uncharged
B-2702,-3.7164,[O-]C1=CC=C(C(C2=CC=CC=C2)=C1[N+]([O-])=O)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2703,-3.6604,CN(C)C(=S)NC1=CC=C(Cl)C=C1C,0,G1,B,None,None,Uncharged
B-2704,-5.0605,ClC1=CC=CC(Cl)=C1OC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2705,-6.0524,CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,0.44925,G3,B,None,None,Uncharged
B-2706,-1.1709,[O-]C(=O)C1CCC(SS1)C([O-])=O,0,G1,B,None,None,Negative
B-2707,-1.9977,CN1C=C(C(=O)[N-]C1=O)[N+]([O-])=O,0,G1,B,None,None,Negative
B-2710,-5.4668,CCN(CC)C1=C(C=C(C(N)=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0.9529,G2,B,None,None,PureChargeSeparation
B-2712,-4.0837,CCN(OC(=O)C1=CC=CC=C1)C(=O)C1=C(OC)C=CC(Cl)=C1OC,0,G1,B,None,None,Uncharged
B-2713,-1.3016,CC(C)[NH2+]CC(O)COC1=CC=C(CC(N)=O)C=C1,0.2758,G3,B,None,None,Positive
B-2714,-1.1992,CCC(CC)(C(N)=O)C(N)=O,0,G1,B,None,None,Uncharged
B-2715,-1.9563,COC(=O)N(C)C(=O)CSP(C)(=S)OC,0,G1,B,None,None,Uncharged
B-2717,-6.7708,CCCCCCCCCCCCC(O)CCC,0,G1,B,None,None,Uncharged
B-2718,-3.9433,ON(C(=O)C1=CC=CC2=CC=CC=C12)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2719,-3.3065,ON(C(=O)C1=CC=CC=C1)C1=CC=CC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-2720,-3.6367,ON(C(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O)C1=CC=CC=C1,0,G1,B,None,None,PureChargeSeparation
B-2721,-0.7482,NC(=S)SCC([O-])=O,0,G1,B,None,None,Negative
B-2722,-1.3011,[O-]C(=O)CNC(=S)SCC([O-])=O,0,G1,B,None,None,Negative
B-2723,-0.634,O=C(NCCC1=CN=CN1)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2724,-5.7165,CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,0.912929264,G2,B,None,None,Uncharged
B-2727,-2.0927,CCSCC1=CC=CC=C1OC(=O)NC,0,G1,B,None,None,Uncharged
B-2728,1.065,C1OC1C1CO1,0,G1,B,None,None,Uncharged
B-2729,-1.945,CCS(=O)(=O)C1=NN=C(S1)N(C)C(=O)NC,0,G1,B,None,None,Uncharged
B-2730,-3.1295,CC(OC1=CC(Cl)=C(Cl)C=C1Cl)C([O-])=O,0,G1,B,None,None,Negative
B-2731,-0.0651,CCC1CCC(O)O1,0,G1,B,None,None,Uncharged
B-2732,1.065,C1OC1C1CO1,0,G1,B,None,None,Uncharged
B-2733,-0.4487,CC1CCC2(CCC(C)O2)O1,0,G1,B,None,None,Uncharged
B-2734,-1.1221,CC1=CN(C2CC([N-][N+]#N)C(CO)O2)C(=O)NC1=O,0,G1,B,None,None,PureChargeSeparation
B-2735,-5.3633,OCCOCCOC(=O)C1=CC=CC=C1NC1=CC=CC(=C1)C(F)(F)F,0,G1,B,None,None,Uncharged
B-2736,-1.113,COC1=NC=NC2=NC=CN=C12,0,G1,B,None,None,Uncharged
B-2737,-5.1905,CCOP(=S)(OCC)SCN1C(=O)OC2=CC=CC=C12,0,G1,B,None,None,Uncharged
B-2738,-6.678,C1C2=CC=CC=C2C2=C1C1=CC=CC=C1C=C2,0,G1,B,None,None,Uncharged
B-2740,-2.7785,COC(=O)C(C)=COP(=S)(OC)OC,0,G1,B,None,None,Uncharged
B-2741,-0.6488,CN(CCO)C1=NC2=C(N1C)C(=O)N(C)C(=O)N2C,0,G1,B,None,None,Uncharged
B-2742,-2.1538,CC(C)CNC(=O)N1CCNC1=O,0,G1,B,None,None,Uncharged
B-2743,-1.9632,CC1=CSC(=S)N1CC([O-])=O,0,G1,B,None,None,Negative
B-2744,-0.1982,CN(C(C)=O)C1=C(I)C(NC(C)=O)=C(I)C(C(=O)NC2C(O)OC(CO)C(O)C2O)=C1I,0,G1,B,None,None,Uncharged
B-2745,-3.4078,CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,0,G1,B,None,None,Uncharged
B-2746,-2.0578,CCCCC(C)C(C)O,0.1689,G3,B,None,None,Uncharged
B-2748,-8.5224,CC1=CC2=C3C(C=CC4=C5C=CC=CC5=CC1=C34)=CC=C2,0,G1,B,None,None,Uncharged
B-2749,-1.5376,CC(C)(O)CCCC1=CCC(CC1)C=O,0,G1,B,None,None,Uncharged
B-2750,-8.775,ClC1=CC(Cl)=C(Cl)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C12,0,G1,B,None,None,Uncharged
B-2751,-1.6978,NC1=NC(N)=C(O)C(=O)N1,0,G1,B,None,None,Uncharged
B-2752,-2.2193,[O-]C(=O)C1=C(Cl)C(Cl)=C(Cl)O1,0,G1,B,None,None,Negative
B-2753,-0.5781,CCCCCCC(CC=CCCCCCCCC([O-])=O)OS([O-])(=O)=O,0,G1,B,None,None,Negative
B-2754,-3.1104,COC1=CC=C2NC(=O)C=C(C([O-])=O)C2=C1,0,G1,B,None,None,Negative
B-2755,0.1641,OC(C=O)C1OC(=O)C(O)C1O,0,G1,B,None,None,Uncharged
B-2756,-2.0887,[O-]C(=O)C1=C(Br)C(Br)=CO1,0,G1,B,None,None,Negative
B-2757,-1.1494,NC(=O)C([NH3+])C(O)C([O-])=O,0,G1,B,None,None,Zwitterion
B-2758,-1.0197,CCC1=CNC(=O)N=C1N,0,G1,B,None,None,Uncharged
B-2760,-7.9823,ClC1=CC=C(C=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl,0.51117431,G4,B,None,None,Uncharged
B-2761,-1.5241,[O-]C(=O)C1CCC(SS1)C([O-])=O,0,G1,B,None,None,Negative
B-2762,-8.8498,ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,0,G1,B,None,None,Uncharged
B-2763,-4.8003,CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,0,G1,B,None,None,Uncharged
B-2764,-2.636,[O-]C(=O)C=CC1=CC=CC(Br)=C1,0,G1,B,None,None,Negative
B-2765,-5.4675,CN(C=[NH+]C1=CC=C(C)C=C1C)C=[NH+]C1=CC=C(C)C=C1C,0.64875,G2,B,None,None,Positive
B-2766,-9.1,ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-2767,-1.5906,CCC1=CC=CC=C1NC(C)=O,0,G1,B,None,None,Uncharged
B-2768,-5.9563,ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl,0,G1,B,None,None,Uncharged
B-2769,-5.5968,CCCN(CCCl)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,0.5229,G2,B,None,None,PureChargeSeparation
B-2770,-8.3748,ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1,0.0826,G3,B,None,None,Uncharged
B-2771,-7.25,ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2773,-5.4703,CCC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,0,G1,B,None,None,PureChargeSeparation
B-2774,-1.4711,CC(=O)C1=CC(O)=C(O)C(O)=C1,0,G1,B,None,None,Uncharged
B-2775,-6.4491,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,0.02045,G3,B,None,None,PureChargeSeparation
B-2776,-2.2373,NNP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2778,-1.1406,COC(=O)CS(=O)(=O)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2779,-0.9613,CCSC(=S)NC(C)C([O-])=O,0,G1,B,None,None,Negative
B-2780,-1.4481,[O-]C(=O)C1=CC(Br)=CC(C([O-])=O)=C1C([O-])=O,0,G1,B,None,None,Negative
B-2781,-4.5446,COC1=CC=C(C=C1)C(C(C)[N+]([O-])=O)C1=CC=C(OC)C=C1,0,G1,B,None,None,PureChargeSeparation
B-2782,-4.3258,CN(C)C(=O)NC1=CC=C(N2N=C(OC2=O)C(C)(C)C)C(Cl)=C1,0,G1,B,None,None,Uncharged
B-2783,-6.8485,CC(C)C1=CC(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)=CC(=C1)C1=CC=CC=C1,0,G1,B,None,None,Uncharged
B-2784,-4.7168,ClC1=CC(Br)=C(OC(=O)C=C)C2=NC=CC=C12,0,G1,B,None,None,Uncharged
B-2786,0.8292,COC(C)COC(C)CO,1.500027032,G2,B,None,None,Uncharged
B-2787,-4.031,CCN(CC)C(=O)SCC1=CC=CC=C1Cl,0,G1,B,None,None,Uncharged
B-2788,-6.693,CCCSP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,0,G1,B,None,None,Uncharged
B-2789,-0.7353,CNC(=O)ON=C(C)C(C)SC,0,G1,B,None,None,Uncharged
B-2790,-0.0267,CNC(=O)ON=C(C)C(C)S(C)(=O)=O,0,G1,B,None,None,Uncharged
B-2791,-2.0566,COP(=O)(OC)OC1=C(Cl)CC2C=CC12,0,G1,B,None,None,Uncharged
B-2792,-1.4243,[O-]C(=O)CSC(SCC([O-])=O)SCC([O-])=O,0,G1,B,None,None,Negative
B-2793,-8.0115,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0,G1,B,None,None,Uncharged
B-2794,-8.0566,ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,0,G1,B,None,None,Uncharged
